unique_id,sample_year,stream_name,site_id,sample_hitch,compartment,resource,taxon_code,length_mm,d13C,d15N,CN
B-2016-SW01-H2-24,2016,Sweetwater,SW01,H2,invert,invert,Perlidae,NA,-16.90068097,2.1113778,4.394078366
B-2016-SW01-H2-23,2016,Sweetwater,SW01,H2,invert,invert,Perlidae,NA,-17.81507405,2.0913598,4.43067979
B-2016-SW01-H3-25A,2016,Sweetwater,SW01,H3,invert,invert,Perlodidae,NA,-18.16067907,2.8478367,5.043803158
B-2016-SW01-H3-26B,2016,Sweetwater,SW01,H3,invert,invert,Perlodidae,NA,-18.1743687,2.4145336,5.630912
2016-SW01-RBT-11,2016,Sweetwater,SW01,H3,fish,fish,RBT,185,-19.7946904,7.92993,3.466846181
2016-SW01-RBT-12,2016,Sweetwater,SW01,H3,fish,fish,RBT,195,-19.2359392,7.862729,3.260462806
2016-SW01-RBT-13,2016,Sweetwater,SW01,H3,fish,fish,RBT,193,-19.5168304,7.894825,3.249958638
2016-SW01-RBT-14,2016,Sweetwater,SW01,H3,fish,fish,RBT,142,-20.3598336,6.919918,3.421081391
2016-SW01-RBT-15,2016,Sweetwater,SW01,H3,fish,fish,RBT,220,-20.0826544,6.83666,3.614482315
2017-SW01-RBT-01,2017,Sweetwater,SW01,H3,fish,fish,RBT,215,-19.9163512,8.3606424,3.226150174
2017-SW01-RBT-02,2017,Sweetwater,SW01,H3,fish,fish,RBT,206,-20.14066,8.6038368,3.77753942
2017-SW01-RBT-03,2017,Sweetwater,SW01,H3,fish,fish,RBT,203,-18.84071834,8.5908264,4.202804517
2017-SW01-RBT-04,2017,Sweetwater,SW01,H3,fish,fish,RBT,182,-19.877956,7.8782568,3.256501501
2017-SW01-RBT-05,2017,Sweetwater,SW01,H3,fish,fish,RBT,205,-19.948684,8.3949096,3.438673348
2017-SW01-RBT-06,2017,Sweetwater,SW01,H3,fish,fish,RBT,183,-19.9496944,8.5007544,3.340501221
2017-SW01-RBT-07,2017,Sweetwater,SW01,H3,fish,fish,RBT,194,-19.9577776,8.6989128,3.372458024
2017-SW01-RBT-08,2017,Sweetwater,SW01,H3,fish,fish,RBT,230,-19.9517152,8.2605624,3.420719271
2017-SW01-RBT-21,2017,Sweetwater,SW01,H3,fish,fish,RBT,160,-21.792664,6.2167688,3.662640254
2017-SW01-RBT-99,2017,Sweetwater,SW01,H3,fish,fish,RBT,166,-21.45,6.14,3.6
2017-SW01-RBT-100,2017,Sweetwater,SW01,H3,fish,fish,RBT,163,-21.55,6.37,3.5
2017-SW01-RBT-22,2017,Sweetwater,SW01,H3,fish,fish,RBT,215,-18.83876423,8.4353416,4.342683033
PP-17-H1-SW01-SES-WATER-88-A,2017,Sweetwater,SW01,H1,baseline,detritus,Seston,NA,-22.796291,1.6041824,8.611111111
PP-17-H2-SW01-SES-WATER-108-A,2017,Sweetwater,SW01,H2,baseline,detritus,Seston,NA,-22.197242,1.2706988,7.725388601
B-2016-SW01-H1-8,2016,Sweetwater,SW01,H1,invert,invert,Simulidae,NA,-24.648828,1.0912283,5.92882
B-2016-SW01-H1-8,2016,Sweetwater,SW01,H1,invert,invert,Simulidae,NA,-24.7299382,1.12020482,5.4928181
B-2016-SW01-H1-7,2016,Sweetwater,SW01,H1,invert,invert,Simulidae,NA,-24.91650602,1.1964313,5.244231132
B-2016-SW01-H2-17,2016,Sweetwater,SW01,H2,invert,invert,Tipulidae,NA,-16.47919227,2.794992,5.524725289
B-2016-SW01-H3-1,2016,Sweetwater,SW01,H3,invert,invert,Tipulidae,NA,-16.4631655,3.0209578,6.520719653
B-2016-SW01-H3-1,2016,Sweetwater,SW01,H3,invert,invert,Tipulidae,NA,-16.52085749,3.4262413,6.5
B-2016-SW02-H1-18,2016,Sweetwater,SW02,H1,invert,invert,Baetidae,NA,-24.9194369,1.5235294,7.077926055
B-2016-SW02-H1-29,2016,Sweetwater,SW02,H1,invert,invert,Baetidae,NA,-24.57750086,2.495821,4.631732174
B-2016-SW02-H3-24,2016,Sweetwater,SW02,H3,invert,invert,Baetidae,NA,-25.35322817,1.7420632,5.852859655
PP-16-H1-SW02-ALG-PHY--NA,2016,Sweetwater,SW02,H1,baseline,biofilm,Biofilm,NA,-25.8570935,2.1714712,8.588082781
PP-16-H3-SW02-ALG-LITH--NA,2016,Sweetwater,SW02,H3,baseline,biofilm,Biofilm,NA,-25.4741728,1.2388106,8.986119237
PP-16-H1-SW02-ALG-LITH--NA,2016,Sweetwater,SW02,H1,baseline,biofilm,Biofilm,NA,-26.7096712,1.4923478,12.9654216
PP-16-H3-SW02-ALG-PEL--NA,2016,Sweetwater,SW02,H3,baseline,biofilm,Biofilm,NA,-26.7716264,0.9772246,9.150129818
PP-16-H3-SW02-ALG-LITH--NA,2016,Sweetwater,SW02,H3,baseline,biofilm,Biofilm,NA,-26.277196,2.9572294,11.11867688
PP-16-H2-SW02-ALG-LITH--NA,2016,Sweetwater,SW02,H2,baseline,biofilm,Biofilm,NA,-28.2394552,0.921282,7.61995766
PP-17-H2-SW02-ALG-LITH-206-A,2017,Sweetwater,SW02,H2,baseline,biofilm,Biofilm,NA,-28.9444609,1.414932,7.841544607
PP-17-H1-SW02-FBOM-DEP-48-A,2017,Sweetwater,SW02,H1,baseline,biofilm,Biofilm,NA,-27.1767284,0.5446741,13.08646319
PP-17-H2-SW02-FBOM-DEP-208-A,2017,Sweetwater,SW02,H2,baseline,biofilm,Biofilm,NA,-27.1061544,2.00845,13.78528288
PP-17-H3-SW02-FBOM-DEP-190-A,2017,Sweetwater,SW02,H3,baseline,biofilm,Biofilm,NA,-27.3672782,2.6256204,12.80338172
PP-17-H1-SW02-SES-WATER-67-A,2017,Sweetwater,SW02,H1,baseline,biofilm,Biofilm,NA,-26.321143,1.3839968,9.515418502
PP-17-H1-SW02-ALG-LITH-47-B,2017,Sweetwater,SW02,H1,baseline,biofilm,Biofilm,NA,-27.0583565,1.414538,7.410628019
2016-SW02-BNT-27,2016,Sweetwater,SW02,H3,fish,fish,BNT,75,-22.27371455,6.5612941,4.301362959
2016-SW02-BNT-24,2016,Sweetwater,SW02,H3,fish,fish,BNT,70,-22.1016164,6.4782692,4.02988966
2017-SW02-BNT-03,2016,Sweetwater,SW02,H3,fish,fish,BNT,374,-23.8973272,8.8240128,3.503347063
2017-SW02-BNT-40,2016,Sweetwater,SW02,H3,fish,fish,BNT,70,-25.531144,5.7985944,3.406927272
2016-SW02-BNT-26,2016,Sweetwater,SW02,H3,fish,fish,BNT,123,-24.361,8.561,3.74
2016-SW02-BNT-26,2016,Sweetwater,SW02,H3,fish,fish,BNT,210,-24.56,8.82,3.45
2016-SW02-BNT-26,2016,Sweetwater,SW02,H3,fish,fish,BNT,55,-24.81,7.74,3.63
2016-SW02-BNT-25,2017,Sweetwater,SW02,H3,fish,fish,BNT,62,-23.4267032,6.5372869,3.854725943
2017-SW02-BNT-01,2017,Sweetwater,SW02,H3,fish,fish,BNT,285,-24.1660936,8.7769752,3.266609569
2017-SW02-BNT-02,2017,Sweetwater,SW02,H3,fish,fish,BNT,237,-24.6733144,8.2235328,3.339833042
2017-SW02-BNT-04,2017,Sweetwater,SW02,H3,fish,fish,BNT,405,-24.4469848,8.8610424,3.30239367
2017-SW02-BNT-43,2017,Sweetwater,SW02,H3,fish,fish,BNT,NA,-24.8551864,9.2423472,3.647803468
2017-SW02-BNT-38,2017,Sweetwater,SW02,H3,fish,fish,BNT,60,-25.3381576,5.9897472,3.369658053
2017-SW02-BNT-39,2017,Sweetwater,SW02,H3,fish,fish,BNT,60,-25.1401192,6.3670488,3.396890024
2017-SW02-BNT-41,2017,Sweetwater,SW02,H3,fish,fish,BNT,159,-24.6581584,7.3478328,3.231551452
2017-SW02-BNT-42,2017,Sweetwater,SW02,H3,fish,fish,BNT,153,-24.3580696,7.7741736,3.29917109
B-2016-SW02-H1-4,2016,Sweetwater,SW02,H1,invert,invert,Brachycentridae,NA,-26.73560572,2.2267403,4.843499305
B-2016-SW02-H1-24,2016,Sweetwater,SW02,H1,invert,invert,Brachycentridae,NA,-24.37722404,2.9009425,4.361453892
B-2016-SW02-H2-19,2016,Sweetwater,SW02,H2,invert,invert,Brachycentridae,NA,-21.38629807,2.1775584,4.271039302
B-2016-SW02-H3-19,2016,Sweetwater,SW02,H3,invert,invert,Brachycentridae,NA,-22.99315636,1.3735416,8.210800857
2017-SW02-H2-terr-c3,2016,Sweetwater,SW02,H2,baseline,terrC3,c3,NA,-28.76760688,0.859208,21.04337199
2017-SW02-H2-photo-macrophtye,2017,Sweetwater,SW02,H2,baseline,terrC3,c3,NA,-28.07319184,0.7614708,17.0757187
2016-SW02-H1-photo-filimentous,2016,Sweetwater,SW02,H1,baseline,terrC4,c4,NA,-20.59599152,0.285955,11.6349448
PP-17-H2-SW02-FBOM-DEP-209-B,2017,Sweetwater,SW02,H2,baseline,terrC4,c4,NA,-21.0864784,0.4117964,13.26465654
B-2016-SW02-H1-11,2016,Sweetwater,SW02,H1,invert,invert,Chironomidae,NA,-24.04603457,2.8679326,4.30990888
B-2016-SW02-H1-33,2016,Sweetwater,SW02,H1,invert,invert,Chironomidae,NA,-22.73397715,2.3327721,4.633106305
B-2016-SW02-H2-17,2016,Sweetwater,SW02,H2,invert,invert,Chironomidae,NA,-20.64111404,2.2955434,4.515560345
B-2016-SW02-H3-6,2016,Sweetwater,SW02,H3,invert,invert,Chironomidae,NA,-22.60156004,2.8525809,4.482557123
2016-SW02-CKC-18,2016,Sweetwater,SW02,H3,fish,fish,CKC,75,-24.2892568,7.5335857,3.520842164
2016-SW02-CKC-16,2016,Sweetwater,SW02,H3,fish,fish,CKC,74,-25.4966296,8.3658353,3.637226634
2016-SW02-CKC-30,2016,Sweetwater,SW02,H3,fish,fish,CKC,91,-25.3348376,8.5208818,3.691853779
2016-SW02-CKC-15,2016,Sweetwater,SW02,H3,fish,fish,CKC,63,-24.613852,8.1867816,3.598580398
2016-SW02-CKC-17,2016,Sweetwater,SW02,H3,fish,fish,CKC,70,-25.6675224,7.8326754,3.988483966
2016-SW02-CKC-19,2017,Sweetwater,SW02,H3,fish,fish,CKC,78,-25.786844,8.6459193,3.848855889
2016-SW02-CKC-13,2017,Sweetwater,SW02,H3,fish,fish,CKC,44,-26.3106456,8.1857813,3.885740771
2016-SW02-CKC-29,2017,Sweetwater,SW02,H3,fish,fish,CKC,115,-25.501,8.74,3.94
B-2016-SW02-H2-11,2016,Sweetwater,SW02,H2,invert,invert,Elmidae-adult,NA,-21.89279923,0.5759972,4.776211826
B-2016-SW02-H2-10,2016,Sweetwater,SW02,H2,invert,invert,Elmidae-adult,NA,-23.40281508,2.9080942,4.644035544
B-2016-SW02-H3-17,2016,Sweetwater,SW02,H3,invert,invert,Elmidae-adult,NA,-23.073299,1.0886061,5.373204638
B-2016-SW02-H3-17,2016,Sweetwater,SW02,H3,invert,invert,Elmidae-adult,NA,-23.02049616,0.8074094,5.415344391
B-2016-SW02-H2-9,2016,Sweetwater,SW02,H2,invert,invert,Elmidae-larvae,NA,-21.13048006,0.3107587,4.812676256
B-2016-SW02-H3-15,2016,Sweetwater,SW02,H3,invert,invert,Elmidae-larvae,NA,-20.63850131,0.2630286,5.720839671
B-2016-SW02-H3-15,2016,Sweetwater,SW02,H3,invert,invert,Elmidae-larvae,NA,-21.18804199,0.5372204,5.844570625
B-2016-SW02-H1-36,2016,Sweetwater,SW02,H1,invert,invert,Ephemeridae,NA,-25.00540939,2.7028831,4.2229305
B-2016-SW02-H1-17,2016,Sweetwater,SW02,H1,invert,invert,Ephemeridae,NA,-24.82271785,2.3517778,5.985239182
PP-16-H2-SW02-FBOM-DEP--NA,2016,Sweetwater,SW02,H2,baseline,detritus,FBOM,NA,-24.1162336,1.568589,8.059854591
PP-16-H3-SW02-FBOM-DEP--NA,2016,Sweetwater,SW02,H3,baseline,detritus,FBOM,NA,-23.3946971,1.163472,7.44290191
PP-16-H2-SW02-FBOM-EROS--NA,2016,Sweetwater,SW02,H2,baseline,detritus,FBOM,NA,-25.3083699,1.473348,8.466540213
PP-16-H1-SW02-SES-WATER--NA,2017,Sweetwater,SW02,H1,baseline,detritus,FBOM,NA,-24.7883316,2.9277547,7.522748186
PP-16-H3-SW02-FBOM-EROS--NA,2017,Sweetwater,SW02,H3,baseline,detritus,FBOM,NA,-24.634233,1.2674304,7.638883476
PP-17-H1-LR06-SES-WATER-94-A,2017,Sweetwater,SW02,H1,baseline,detritus,FBOM,NA,-21.746544,2.1468064,8.956479913
PP-17-H1-SW02-ALG-LITH-47-A,2017,Sweetwater,SW02,H1,baseline,detritus,FBOM,NA,-23.4012171,1.6141992,7.080952381
PP-17-H3-SW02-ALG-LITH-192-A,2017,Sweetwater,SW02,H3,baseline,detritus,FBOM,NA,-25.61425,-0.5545928,9.754768392
2017-SW02-H2-photo-filimentous,2016,Sweetwater,SW02,H2,baseline,photo,filimentous,NA,-26.13701584,1.1997768,14.53302081
B-2016-SW02-H1-9,2016,Sweetwater,SW02,H1,invert,invert,Gammarus,NA,-21.76483274,1.3404745,5.318005125
B-2016-SW02-H1-91,2016,Sweetwater,SW02,H1,invert,invert,Gammarus,NA,-21.48274376,1.12937217,5.27846723
B-2016-SW02-H1-2,2016,Sweetwater,SW02,H1,invert,invert,Gomphidae,NA,-22.52588465,4.4223988,4.624080099
B-2016-SW02-H1-8,2016,Sweetwater,SW02,H1,invert,invert,Gomphidae,NA,-27.35206755,4.8355227,5.029779353
B-2016-SW02-H2-20,2016,Sweetwater,SW02,H2,invert,invert,Gomphidae,NA,-23.6553035,4.68206341,3.744951019
B-2016-SW02-H3-9,2016,Sweetwater,SW02,H3,invert,invert,Gomphidae,NA,-24.04557147,4.5294279,6.068615942
B-2016-SW02-H3-9,2016,Sweetwater,SW02,H3,invert,invert,Gomphidae,NA,-23.85368928,4.1545304,5.901559529
B-2016-SW02-H1-19,2016,Sweetwater,SW02,H1,invert,invert,Heptaganeidae,NA,-24.96926186,1.4825171,5.998902859
B-2016-SW02-H1-31,2016,Sweetwater,SW02,H1,invert,invert,Heptaganeidae,NA,-24.09976737,1.7465963,4.256568572
B-2016-SW02-H2-12,2016,Sweetwater,SW02,H2,invert,invert,Heptaganeidae,NA,-22.99533501,1.3757163,5.909483305
B-2016-SW02-H3-21,2016,Sweetwater,SW02,H3,invert,invert,Heptaganeidae,NA,-22.17178308,1.3485227,6.68918026
B-2016-SW02-H1-2,2016,Sweetwater,SW02,H1,invert,invert,Hydropyschidae,NA,-25.23890285,1.7325921,4.465371831
B-2016-SW02-H2-4,2016,Sweetwater,SW02,H2,invert,invert,Hydropyschidae,NA,-21.66210078,3.079779,4.487540715
B-2016-SW02-H2-13,2016,Sweetwater,SW02,H2,invert,invert,Hydropyschidae,NA,-22.81986513,2.1283931,4.715360612
B-2016-SW02-H3-18,2016,Sweetwater,SW02,H3,invert,invert,Hydropyschidae,NA,-22.69292298,2.1393411,4.994745969
B-2016-SW02-H3-18,2016,Sweetwater,SW02,H3,invert,invert,Hydropyschidae,NA,-22.78972819,2.0953103,5.2082042
B-2016-SW02-H2-15,2016,Sweetwater,SW02,H2,invert,invert,Leptohyphidae,NA,-20.69483524,1.612917,4.807911707
B-2016-SW02-H3-23,2016,Sweetwater,SW02,H3,invert,invert,Leptohyphidae,NA,-20.70231789,1.2038487,5.331655215
B-2016-SW02-H3-23,2016,Sweetwater,SW02,H3,invert,invert,Leptohyphidae,NA,-19.09187802,0.9668811,5.740074397
2016-SW02-LND-20,2016,Sweetwater,SW02,H3,fish,fish,LND,87,-23.3286168,7.2825104,3.645508
2016-SW02-LND-21,2016,Sweetwater,SW02,H3,fish,fish,LND,60,-23.8928664,6.6653253,3.955799771
2016-SW02-LND-22,2016,Sweetwater,SW02,H3,fish,fish,LND,46,-22.8447675,6.9144,4.219564776
2017-SW02-LND-08,2016,Sweetwater,SW02,H3,fish,fish,LND,95,-24.33373167,7.6310592,4.479672481
2017-SW02-LND-12,2016,Sweetwater,SW02,H3,fish,fish,LND,57,-24.29074117,6.6823008,4.592113655
2017-SW02-LND-05,2017,Sweetwater,SW02,H3,fish,fish,LND,98,-25.1896288,7.5650064,3.875978506
2017-SW02-LND-06,2017,Sweetwater,SW02,H3,fish,fish,LND,94,-25.21405985,7.7061192,5.42084921
2017-SW02-LND-07,2017,Sweetwater,SW02,H3,fish,fish,LND,101,-24.19303549,7.116648,4.226281415
2017-SW02-LND-09,2017,Sweetwater,SW02,H3,fish,fish,LND,85,-24.455068,7.25676,3.623220259
2017-SW02-LND-10,2017,Sweetwater,SW02,H3,fish,fish,LND,57,-24.1656779,6.6943104,4.263051258
2017-SW02-LND-15,2017,Sweetwater,SW02,H3,fish,fish,LND,60,-25.54723622,6.3800592,4.937679602
2017-SW02-LND-18,2017,Sweetwater,SW02,H3,fish,fish,LND,62,-23.99469296,6.3490344,5.107477269
2017-SW02-LND-20,2017,Sweetwater,SW02,H3,fish,fish,LND,70,-24.56627119,6.476136,5.125886717
2017-SW02-H2-terr-c4,2017,Sweetwater,SW02,H2,baseline,photo,macrophtye,NA,-28.0950616,3.9837756,14.93972957
B-2016-SW02-H2-18,2016,Sweetwater,SW02,H2,invert,invert,Orconectes,NA,-21.9385092,2.629844,3.958903973
B-2016-SW02-H1-35,2016,Sweetwater,SW02,H1,invert,invert,Perlidae,NA,-23.67478973,4.1803262,4.16873005
B-2016-SW02-H1-1,2016,Sweetwater,SW02,H1,invert,invert,Perlidae,NA,-24.53060678,4.2903592,4.384686343
B-2016-SW02-H2-8,2016,Sweetwater,SW02,H2,invert,invert,Perlidae,NA,-23.10761996,3.521847,4.090288207
B-2016-SW02-H2-7,2016,Sweetwater,SW02,H2,invert,invert,Perlidae,NA,-22.40735492,3.9910419,4.023877715
B-2016-SW02-H2-5,2016,Sweetwater,SW02,H2,invert,invert,Perlidae,NA,-24.3122304,3.4937154,3.996650475
B-2016-SW02-H3-2,2016,Sweetwater,SW02,H3,invert,invert,Perlidae,NA,-23.85956322,4.4009031,5.19206903
B-2016-SW02-H3-2,2016,Sweetwater,SW02,H3,invert,invert,Perlidae,NA,-23.75970616,4.2332184,5.360647124
B-2016-SW02-H3-25,2016,Sweetwater,SW02,H3,invert,invert,Perlidae,NA,-20.44154874,3.291404,4.677554639
B-2016-SW02-H1-20,2016,Sweetwater,SW02,H1,invert,invert,Physidae,NA,-22.82971924,1.5935504,6.3326391
B-2016-SW02-H1-201,2016,Sweetwater,SW02,H1,invert,invert,Physidae,NA,-22.584859,1.1203848,6.493782
B-2016-SW02-H3-1,2016,Sweetwater,SW02,H3,invert,invert,Pteronarcidae,NA,-26.42354013,1.5301812,6.593250818
B-2016-SW02-H3-1,2016,Sweetwater,SW02,H3,invert,invert,Pteronarcidae,NA,-26.55864086,1.1978241,6.870828915
2017-SW02-RBT-33,2017,Sweetwater,SW02,H3,fish,fish,RBT,158,-25.000684,7.1837016,3.275515793
2017-SW02-RBT-34,2017,Sweetwater,SW02,H3,fish,fish,RBT,130,-25.1492128,6.7203312,3.251623008
2016-SW01-H1-seston-36,2016,Sweetwater,SW02,H1,baseline,detritus,Seston,NA,-21.6745838,0.6891721,7.688943382
PP-16-H2-SW02-SES-WATER--NA,2016,Sweetwater,SW02,H2,baseline,detritus,Seston,NA,-25.0375424,2.3419484,8.042994903
PP-16--SW02-SES-WATER--NA,2017,Sweetwater,SW02,H3,baseline,detritus,Seston,NA,-24.7737096,2.3360028,7.469142691
B-2016-SW02-H1-12,2016,Sweetwater,SW02,H1,invert,invert,Simulidae,NA,-22.69392179,3.9792659,4.188251013
B-2016-SW02-H2-6,2016,Sweetwater,SW02,H2,invert,invert,Simulidae,NA,-22.77509187,3.7810596,4.06541329
B-2016-SW02-H1-34,2016,Sweetwater,SW02,H1,invert,invert,Tipulidae,NA,-23.12964599,3.705584,4.575136712
B-2016-SW02-H2-16,2016,Sweetwater,SW02,H2,invert,invert,Tipulidae,NA,-21.35469158,4.5105351,4.220262141
B-2016-SW02-H3-5,2016,Sweetwater,SW02,H3,invert,invert,Tipulidae,NA,-21.47376264,3.8596932,4.271139768
2016-SW02-WHS-10,2016,Sweetwater,SW02,H3,fish,fish,WHS,70,-24.9232792,6.6303148,3.320089626
2016-SW02-WHS-01,2016,Sweetwater,SW02,H3,fish,fish,WHS,210,-24.24982,7.074448,3.322081481
2016-SW02-WHS-02,2016,Sweetwater,SW02,H3,fish,fish,WHS,133,-23.658268,7.6256133,3.415147894
2016-SW02-WHS-03,2016,Sweetwater,SW02,H3,fish,fish,WHS,127,-23.7684888,6.7083382,3.44209289
2016-SW02-WHS-05,2016,Sweetwater,SW02,H3,fish,fish,WHS,49,-22.868632,6.7653553,3.543627955
2016-SW02-WHS-07,2016,Sweetwater,SW02,H3,fish,fish,WHS,133,-22.7269528,6.8483802,3.36798487
2016-SW02-WHS-08,2016,Sweetwater,SW02,H3,fish,fish,WHS,166,-23.7482648,7.0634447,3.398915507
2016-SW02-WHS-09,2016,Sweetwater,SW02,H3,fish,fish,WHS,60,-23.6592792,6.3292245,3.421365011
2017-SW02-WHS-35,2016,Sweetwater,SW02,H3,fish,fish,WHS,95,-26.1203552,7.3198104,3.382047267
2016-SW02-WHS-04,2017,Sweetwater,SW02,H3,fish,fish,WHS,105,-24.2619544,6.734346,3.514135199
2016-SW02-WHS-06,2017,Sweetwater,SW02,H3,fish,fish,WHS,63,-22.9615512,6.6633247,3.407668855
2017-SW02-WHS-36,2017,Sweetwater,SW02,H3,fish,fish,WHS,101,-25.9625848,7.0205712,3.33390713
2017-SW02-WHS-37,2017,Sweetwater,SW02,H3,fish,fish,WHS,140,-26.1353632,7.0305792,3.302822539
B-2016-SW03-H2-5,2016,Sweetwater,SW03,H2,invert,invert,Ameletidae,NA,-22.52156632,1.0944634,5.213556474
B-2016-SW03-H2-11,2016,Sweetwater,SW03,H2,invert,invert,Ameletidae,NA,-22.37241692,1.4477811,5.410313665
PP-16-H1-SW03-ALG-PEL--NA,2016,Sweetwater,SW03,H1,baseline,biofilm,Biofilm,NA,-24.8829033,1.303999,8.335098423
PP-16-H3-SW03-ALG-LITH--NA,2016,Sweetwater,SW03,H3,baseline,biofilm,Biofilm,NA,-27.8600368,1.7072544,8.007148727
PP-16-H2-SW03-ALG-LITH--NA,2016,Sweetwater,SW03,H2,baseline,biofilm,Biofilm,NA,-25.6031032,1.5175003,8.329756495
PP-16-H1-SW03-ALG-PHY--NA,2016,Sweetwater,SW03,H1,baseline,biofilm,Biofilm,NA,-26.0660344,1.5014027,8.395322363
PP-17-H1-SW03-ALG-LITH-56-A,2017,Sweetwater,SW03,H1,baseline,biofilm,Biofilm,NA,-29.6119189,1.8295688,8.527410208
PP-17-H1-SW03-FBOM-DEP-58-A,2017,Sweetwater,SW03,H1,baseline,biofilm,Biofilm,NA,-29.317137,1.2084148,9.629640356
2017-SW03-GR-BNT-52,2016,Sweetwater,SW03,H3,fish,fish,BNT,321,-25.7224724,8.528407,3.404461426
2017-SW03-GR-BNT-51,2016,Sweetwater,SW03,H3,fish,fish,BNT,206,-25.9930988,8.8535045,3.503349194
2017-SW03-GR-BNT-02,2016,Sweetwater,SW03,H3,fish,fish,BNT,197,-25.7620656,9.2163942,3.369387579
2017-SW03-GR-BNT-70,2016,Sweetwater,SW03,H3,fish,fish,BNT,510,-23.400136,10.0500944,3.272854658
2016-SW03-TNC-BNT-01,2016,Sweetwater,SW03,H3,fish,fish,BNT,361,-24.1684,9.36456,3.78
2016-SW03-TNC-BNT-02,2016,Sweetwater,SW03,H3,fish,fish,BNT,279,-25.8984,9.1346,3.16
2016-SW03-TNC-BNT-03,2016,Sweetwater,SW03,H3,fish,fish,BNT,188,-24.9874,8.994,3.68
2016-SW03-TNC-BNT-04,2016,Sweetwater,SW03,H3,fish,fish,BNT,70,-25.31656,6.3546,3.87
2016-SW03-TNC-BNT-05,2016,Sweetwater,SW03,H3,fish,fish,BNT,68,-23.68484,6.9164,3.94
2016-SW03-TNC-BNT-06,2016,Sweetwater,SW03,H3,fish,fish,BNT,65,-25.96486,7.13085,3.85
2017-SW03-TNC-BNT-95,2017,Sweetwater,SW03,H3,fish,fish,BNT,69,-25.7881094,7.4650881,3.46933465
2017-SW03-TNC-BNT-96,2017,Sweetwater,SW03,H3,fish,fish,BNT,515,-23.3938736,9.8217949,3.330587949
2017-SW03-GR-BNT-48,2017,Sweetwater,SW03,H3,fish,fish,BNT,189,-26.3384504,8.7734805,3.403680944
2017-SW03-GR-BNT-01,2017,Sweetwater,SW03,H3,fish,fish,BNT,193,-26.5939298,9.3046398,3.834386101
2017-SW03-GR-BNT-50,2017,Sweetwater,SW03,H3,fish,fish,BNT,275,-27.1271042,8.508401,3.311821618
2017-SW03-GR-BNT-49,2017,Sweetwater,SW03,H3,fish,fish,BNT,290,-25.7557958,8.5704196,3.27846459
2017-SW03-GR-BNT-71,2017,Sweetwater,SW03,H3,fish,fish,BNT,317,-23.6640331,9.3503138,3.213585277
2017-SW03-GR-BNT-67,2017,Sweetwater,SW03,H3,fish,fish,BNT,435,-25.9754077,9.2213912,3.384426637
2017-SW03-GR-BNT-68,2017,Sweetwater,SW03,H3,fish,fish,BNT,401,-25.7013996,9.2953468,3.42375318
2017-SW03-GR-BNT-07,2017,Sweetwater,SW03,H3,fish,fish,BNT,304,-26.301993,9.1944074,3.300149916
2017-SW03-GR-BNT-72,2017,Sweetwater,SW03,H3,fish,fish,BNT,399,-23.7166103,9.1144554,3.228433527
2017-SW03-H2-terr-c3,2017,Sweetwater,SW03,H2,baseline,terrC3,c3,NA,-28.65243952,2.451216,21.79146599
2016-SW03-H1-terr-c3c4,2016,Sweetwater,SW03,H1,baseline,terrC3,c3c4,NA,-26.32987496,4.416901,12.83465072
2016-SW03-H1-photo-macrophtye,2016,Sweetwater,SW03,H1,baseline,terrC4,c4,NA,-21.04154768,4.635277,11.00787324
2017-SW03-H2-terr-c4,2017,Sweetwater,SW03,H2,baseline,terrC4,c4,NA,-22.41550416,3.4457172,18.85461294
B-2016-SW03-H2-14,2016,Sweetwater,SW03,H2,invert,invert,Chironomidae,NA,-22.77794732,2.990168,4.214505109
B-2016-SW03-H2-141,2016,Sweetwater,SW03,H2,invert,invert,Chironomidae,NA,-22.7747378,2.3948278,4.3927859
2016-SW03-TNC-CKC-13,2016,Sweetwater,SW03,H3,fish,fish,CKC,73,-25.507492,7.572862,3.875788691
2016-SW03-TNC-CKC-14,2016,Sweetwater,SW03,H3,fish,fish,CKC,45,-23.4998272,6.367256,3.83672265
2016-SW03-TNC-CKC-15,2016,Sweetwater,SW03,H3,fish,fish,CKC,45,-22.61371252,6.210788,4.475957177
2016-SW03-TNC-CKC-16,2016,Sweetwater,SW03,H3,fish,fish,CKC,40,-23.6544184,6.39534,3.866988434
2016-SW03-TNC-CKC-17,2016,Sweetwater,SW03,H3,fish,fish,CKC,51,-23.8231552,6.999146,3.905981501
2016-SW03-TNC-CKC-18,2016,Sweetwater,SW03,H3,fish,fish,CKC,46,-24.3091576,6.512691,3.877758426
2016-SW03-TNC-CKC-19,2016,Sweetwater,SW03,H3,fish,fish,CKC,54,-24.0939424,6.344187,3.970024652
2016-SW03-TNC-CKC-20,2016,Sweetwater,SW03,H3,fish,fish,CKC,46,-22.96056769,6.915897,4.76874234
2016-SW03-TNC-CKC-11,2016,Sweetwater,SW03,H3,fish,fish,CKC,95,-25.2013408,9.174653,3.451415359
2017-SW03-TNC-CKC-28,2016,Sweetwater,SW03,H3,fish,fish,CKC,85,-25.4558852,8.6634475,3.52787551
2017-SW03-TNC-CKC-29,2016,Sweetwater,SW03,H3,fish,fish,CKC,85,-25.6295708,7.9822432,3.728999732
2016-SW03-TNC-CKC-10,2016,Sweetwater,SW03,H3,fish,fish,CKC,73,-26.0841946,6.123416,3.97
